country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size
Australia,Manufacturing,Bard,66.44,3901,2024,45-54,Startup
USA,Retail,Midjourney,69.28,4757,2023,18-24,Enterprise
Brazil,Agriculture,Bard,15.8,7491,2023,35-44,Enterprise
India,Education,ChatGPT,89.03,2466,2024,25-34,Enterprise
France,Agriculture,ChatGPT,5.38,3006,2024,45-54,Enterprise
USA,Transportation,ChatGPT,43.34,416,2024,18-24,Startup
USA,Finance,Midjourney,93.34,928,2024,35-44,SME
India,Agriculture,ChatGPT,77.74,5086,2023,55+,SME
France,Finance,ChatGPT,56.01,7005,2024,35-44,SME
UK,Education,ChatGPT,80.35,1266,2024,45-54,Enterprise
Australia,Technology,ChatGPT,24.58,7623,2024,18-24,Startup
China,Education,Stable Diffusion,91.92,1913,2024,45-54,Enterprise
India,Education,ChatGPT,64.65,1580,2023,45-54,SME
France,Manufacturing,ChatGPT,32.81,5837,2024,55+,Enterprise
Brazil,Manufacturing,Midjourney,13.42,9567,2024,18-24,Enterprise
Brazil,Transportation,Midjourney,85.74,4619,2024,35-44,Startup
USA,Education,ChatGPT,35.43,942,2024,55+,Enterprise
South Korea,Agriculture,Stable Diffusion,14.38,9773,2024,35-44,Enterprise
Canada,Healthcare,ChatGPT,54.9,8854,2024,45-54,Startup
India,Technology,Midjourney,56.55,5980,2024,35-44,Enterprise
India,Finance,Bard,4.83,2708,2024,25-34,Startup
Canada,Retail,Midjourney,98.55,9757,2024,25-34,Enterprise
Australia,Manufacturing,Claude,19.89,1062,2023,18-24,Startup
USA,Education,Bard,0.77,6646,2024,45-54,Enterprise
UK,Technology,Midjourney,14.34,9913,2023,45-54,Startup
China,Healthcare,Midjourney,98.15,1063,2024,45-54,Enterprise
South Korea,Healthcare,Bard,73.79,303,2024,18-24,Enterprise
Australia,Technology,ChatGPT,49.92,3364,2024,45-54,SME
Germany,Finance,Midjourney,99.34,5880,2024,35-44,Startup
UK,Education,Midjourney,66.15,485,2024,25-34,Enterprise
Brazil,Transportation,ChatGPT,76.09,4848,2023,35-44,SME
Australia,Healthcare,Bard,49.46,2331,2023,55+,Startup
Germany,Manufacturing,Midjourney,70.24,3485,2023,35-44,Enterprise
Brazil,Healthcare,Midjourney,91.56,7735,2024,45-54,Startup
Australia,Finance,Midjourney,21.73,6867,2024,18-24,Enterprise
USA,Manufacturing,Midjourney,31.63,9981,2023,55+,Enterprise
Australia,Retail,Stable Diffusion,34.65,5840,2024,35-44,Startup
South Korea,Education,Stable Diffusion,36.12,6839,2023,35-44,Startup
Brazil,Healthcare,Bard,12.87,8438,2024,55+,Startup
USA,Healthcare,ChatGPT,76.15,1483,2023,55+,SME
Brazil,Education,Midjourney,96.31,1059,2024,35-44,SME
South Korea,Transportation,ChatGPT,7.82,5341,2023,25-34,Startup
India,Finance,ChatGPT,91.51,7063,2024,45-54,Enterprise
Australia,Manufacturing,ChatGPT,26.37,4378,2024,55+,Startup
France,Retail,Stable Diffusion,21.97,7023,2024,55+,SME
USA,Technology,ChatGPT,97.72,8804,2024,18-24,Enterprise
Brazil,Healthcare,ChatGPT,79.03,4767,2023,18-24,Startup
Germany,Healthcare,Bard,22.3,7973,2023,18-24,SME
China,Technology,Bard,18.15,1753,2023,55+,Startup
China,Transportation,Claude,0.68,1457,2023,55+,Enterprise
Canada,Transportation,ChatGPT,33.47,3889,2023,25-34,SME
France,Education,ChatGPT,85.23,9327,2024,18-24,Enterprise
Brazil,Finance,Midjourney,88.07,1473,2024,25-34,Startup
China,Retail,ChatGPT,24.02,7319,2024,18-24,Startup
Brazil,Retail,Stable Diffusion,57.8,399,2024,25-34,Startup
Brazil,Transportation,Midjourney,54.21,4552,2024,55+,Startup
USA,Agriculture,Midjourney,0.74,3730,2023,45-54,Startup
Germany,Finance,ChatGPT,59.26,5219,2024,35-44,Enterprise
USA,Healthcare,Stable Diffusion,27.65,6223,2023,55+,SME
South Korea,Technology,ChatGPT,94.99,1409,2024,25-34,SME
UK,Agriculture,Bard,76.36,271,2023,45-54,Enterprise
China,Manufacturing,Claude,31.83,7540,2024,35-44,Startup
Brazil,Agriculture,ChatGPT,17.82,2281,2023,45-54,Enterprise
Australia,Technology,Stable Diffusion,13.43,3629,2023,55+,Startup
South Korea,Healthcare,Midjourney,28.12,2554,2023,45-54,Startup
Brazil,Education,ChatGPT,24.51,5463,2023,35-44,SME
South Korea,Healthcare,Midjourney,48.96,4441,2024,35-44,SME
China,Healthcare,Bard,40.27,7709,2024,55+,Enterprise
China,Transportation,ChatGPT,57.06,6887,2024,25-34,Enterprise
USA,Agriculture,Claude,37.66,8282,2024,55+,Startup
Germany,Education,Midjourney,13.39,2749,2024,55+,Enterprise
Canada,Technology,ChatGPT,64.6,7256,2023,18-24,Enterprise
Canada,Manufacturing,Stable Diffusion,11.25,8632,2023,18-24,Startup
Australia,Transportation,Bard,54.37,6146,2024,55+,Startup
France,Finance,ChatGPT,87.59,7968,2024,35-44,Enterprise
Brazil,Education,Midjourney,89.7,5794,2024,18-24,Startup
Canada,Retail,ChatGPT,98.22,1178,2023,18-24,Startup
China,Education,Midjourney,22.77,4943,2024,55+,SME
UK,Transportation,Midjourney,70.98,105,2024,55+,Startup
Brazil,Technology,Midjourney,65.4,6517,2024,45-54,Enterprise
Brazil,Finance,ChatGPT,22.91,7267,2024,25-34,SME
South Korea,Retail,ChatGPT,77.47,2637,2024,35-44,Startup
Canada,Education,ChatGPT,15.43,6138,2024,25-34,SME
France,Retail,ChatGPT,1.45,4190,2024,18-24,Enterprise
UK,Transportation,Midjourney,19.26,3230,2023,45-54,SME
USA,Retail,ChatGPT,24.14,8900,2024,35-44,SME
France,Manufacturing,ChatGPT,75.12,6292,2024,18-24,Startup
USA,Healthcare,Stable Diffusion,18.21,6151,2024,55+,Enterprise
Australia,Manufacturing,ChatGPT,48.31,9249,2024,55+,SME
South Korea,Education,ChatGPT,18.4,8070,2024,55+,Startup
USA,Education,Midjourney,2.56,3671,2023,55+,Enterprise
France,Agriculture,Midjourney,92.45,4634,2024,55+,Startup
Brazil,Healthcare,Bard,50.73,1857,2023,45-54,SME
Australia,Technology,Bard,68.24,3648,2024,18-24,SME
Australia,Technology,ChatGPT,82.19,1621,2024,18-24,SME
South Korea,Agriculture,Bard,38.24,4596,2024,25-34,Enterprise
France,Retail,ChatGPT,6.37,7459,2023,55+,Enterprise
USA,Agriculture,Stable Diffusion,68.89,815,2024,25-34,Startup
France,Finance,Midjourney,80.86,6351,2024,35-44,SME
France,Transportation,ChatGPT,52.88,7549,2024,55+,Startup
China,Healthcare,ChatGPT,87.24,1600,2024,18-24,SME
Australia,Manufacturing,ChatGPT,7.56,7115,2024,45-54,Startup
Brazil,Retail,ChatGPT,31.42,3868,2024,25-34,SME
Brazil,Finance,ChatGPT,11.37,6707,2024,25-34,SME
Brazil,Education,Midjourney,49.64,304,2024,18-24,Enterprise
France,Technology,Midjourney,39.49,4272,2023,25-34,Startup
India,Manufacturing,ChatGPT,67.92,4489,2023,55+,Startup
UK,Agriculture,Midjourney,11.62,609,2024,18-24,SME
China,Manufacturing,ChatGPT,72.91,340,2024,18-24,Enterprise
USA,Manufacturing,Stable Diffusion,75,1415,2024,25-34,Startup
China,Agriculture,ChatGPT,20.21,5081,2024,25-34,SME
South Korea,Finance,ChatGPT,43.81,3864,2024,45-54,Startup
Canada,Manufacturing,ChatGPT,70.81,7182,2024,35-44,Startup
France,Agriculture,ChatGPT,54.64,4124,2023,35-44,SME
Canada,Manufacturing,ChatGPT,50,4242,2024,25-34,Enterprise
Germany,Retail,ChatGPT,98.31,1048,2023,45-54,SME
UK,Manufacturing,Claude,69.07,5908,2024,25-34,SME
South Korea,Technology,Midjourney,93.54,5482,2024,35-44,SME
China,Retail,ChatGPT,6.6,5939,2024,18-24,Enterprise
Germany,Retail,ChatGPT,44.87,1329,2024,45-54,Enterprise
Brazil,Technology,Midjourney,82.88,7728,2023,45-54,SME
Germany,Agriculture,Midjourney,11.09,6106,2024,18-24,Startup
South Korea,Agriculture,Midjourney,79.02,8190,2024,55+,SME
South Korea,Finance,Stable Diffusion,48.63,7060,2024,55+,SME
USA,Education,Midjourney,34.14,5954,2024,55+,Enterprise
Australia,Healthcare,Midjourney,26.42,5598,2024,55+,Startup
USA,Agriculture,ChatGPT,7.58,7400,2023,25-34,Enterprise
Brazil,Transportation,Claude,60.25,1010,2024,55+,Startup
India,Education,Midjourney,46.88,8199,2024,18-24,SME
Brazil,Retail,Midjourney,52.25,3408,2024,18-24,SME
France,Healthcare,Claude,87.71,9214,2024,25-34,Startup
Canada,Transportation,Stable Diffusion,29.06,8906,2024,55+,Enterprise
China,Education,ChatGPT,6.64,5840,2024,25-34,Startup
China,Finance,Stable Diffusion,70.51,1192,2024,18-24,SME
UK,Healthcare,ChatGPT,72.61,9504,2023,45-54,SME
Brazil,Transportation,Midjourney,66.26,6733,2024,18-24,SME
Brazil,Technology,ChatGPT,88.48,6539,2023,35-44,Enterprise
Canada,Manufacturing,Bard,11.43,5209,2023,45-54,Enterprise
China,Education,ChatGPT,32.85,6628,2024,35-44,SME
Canada,Manufacturing,ChatGPT,7.62,731,2024,18-24,Enterprise
Brazil,Agriculture,ChatGPT,54.79,4396,2024,45-54,Enterprise
Canada,Finance,ChatGPT,22.7,7021,2024,18-24,Enterprise
Brazil,Manufacturing,Midjourney,95.5,711,2024,55+,SME
USA,Technology,Midjourney,78.79,4248,2023,25-34,SME
Canada,Retail,Bard,79.78,5580,2024,55+,SME
USA,Manufacturing,Bard,84.64,2365,2024,18-24,SME
Australia,Manufacturing,ChatGPT,48.06,8557,2024,35-44,Enterprise
Australia,Transportation,Midjourney,38.48,8430,2023,18-24,Startup
Germany,Finance,ChatGPT,55.94,3360,2024,55+,Startup
France,Education,Midjourney,65.21,9736,2023,55+,Startup
South Korea,Retail,Midjourney,21.29,8717,2024,45-54,SME
UK,Transportation,Stable Diffusion,72.44,8361,2024,25-34,Startup
UK,Finance,Midjourney,41.09,6042,2024,55+,Enterprise
India,Technology,ChatGPT,57.05,9176,2023,35-44,Startup
USA,Education,Midjourney,87.14,3979,2024,35-44,Startup
UK,Healthcare,ChatGPT,32.65,8750,2024,45-54,SME
UK,Education,Midjourney,90.34,7642,2024,35-44,Startup
France,Finance,Bard,91.59,7128,2023,45-54,Startup
Brazil,Education,Midjourney,67,4995,2024,35-44,SME
India,Finance,Stable Diffusion,85.89,878,2024,55+,SME
India,Healthcare,Stable Diffusion,70.93,3284,2024,55+,Enterprise
Canada,Manufacturing,ChatGPT,74.59,2215,2024,55+,Enterprise
Germany,Technology,ChatGPT,76.05,5141,2024,45-54,Enterprise
France,Agriculture,ChatGPT,3.68,6494,2023,35-44,Enterprise
Germany,Manufacturing,Stable Diffusion,34.39,2848,2023,18-24,SME
UK,Manufacturing,ChatGPT,91.33,1629,2023,25-34,Startup
UK,Healthcare,Midjourney,59.89,3788,2024,55+,SME
Australia,Technology,Stable Diffusion,46.72,795,2023,35-44,Startup
USA,Finance,ChatGPT,73.37,9202,2024,18-24,SME
Brazil,Technology,Midjourney,1.64,6429,2024,35-44,Enterprise
Germany,Finance,Midjourney,56.08,2450,2024,18-24,Startup
China,Retail,Stable Diffusion,52.45,5216,2024,35-44,Enterprise
Australia,Retail,ChatGPT,88.58,4748,2024,25-34,Startup
India,Retail,ChatGPT,73.63,5230,2024,18-24,SME
Canada,Education,Claude,36.02,1514,2023,25-34,SME
USA,Technology,Bard,40.25,7979,2024,45-54,Startup
China,Agriculture,Midjourney,8.65,9295,2023,18-24,Startup
France,Technology,ChatGPT,60.24,2900,2024,45-54,Startup
Germany,Education,Stable Diffusion,80.26,3433,2023,25-34,Enterprise
South Korea,Transportation,Claude,4.62,5333,2023,55+,Enterprise
Germany,Agriculture,Midjourney,12.28,6480,2024,45-54,SME
Australia,Manufacturing,Stable Diffusion,75.43,9147,2024,25-34,Startup
USA,Manufacturing,Stable Diffusion,55.76,9707,2023,55+,Enterprise
South Korea,Education,Stable Diffusion,81.03,218,2024,18-24,Enterprise
Australia,Education,Bard,69.9,3659,2024,35-44,SME
France,Technology,ChatGPT,81.35,155,2023,35-44,Startup
Germany,Agriculture,Stable Diffusion,80.25,4901,2023,18-24,SME
China,Finance,ChatGPT,94.5,300,2024,25-34,Enterprise
UK,Manufacturing,Bard,52.14,2667,2024,35-44,Enterprise
China,Retail,Stable Diffusion,67.4,3666,2024,35-44,Startup
USA,Agriculture,ChatGPT,51.9,7877,2023,25-34,Enterprise
Australia,Manufacturing,Bard,40.25,6561,2024,45-54,Enterprise
France,Technology,ChatGPT,13.87,3893,2024,18-24,SME
Australia,Manufacturing,Midjourney,26.72,2381,2024,25-34,SME
Canada,Education,ChatGPT,61.89,1134,2024,55+,SME
Canada,Agriculture,Bard,88.92,8009,2024,45-54,SME
South Korea,Education,Stable Diffusion,84.75,8443,2024,18-24,SME
Canada,Retail,Midjourney,61.39,5866,2024,35-44,SME
France,Education,Claude,24.38,6527,2023,18-24,SME
UK,Finance,ChatGPT,15.34,538,2024,25-34,Startup
USA,Retail,Midjourney,44.46,4852,2024,25-34,Startup
Germany,Transportation,ChatGPT,94.14,4710,2024,25-34,Enterprise
France,Finance,Stable Diffusion,4.02,1381,2024,55+,SME
Australia,Manufacturing,Bard,59.08,3014,2023,55+,Startup
Australia,Agriculture,ChatGPT,30.18,9172,2024,18-24,Startup
France,Healthcare,ChatGPT,24.6,7957,2023,25-34,SME
China,Technology,ChatGPT,73.67,203,2024,25-34,SME
Brazil,Manufacturing,Midjourney,1.93,2018,2024,25-34,Startup
France,Transportation,Bard,55.45,5432,2024,18-24,Startup
Germany,Education,Bard,44.35,6801,2024,55+,Enterprise
Canada,Healthcare,Midjourney,25.05,155,2024,55+,Startup
Brazil,Agriculture,ChatGPT,28.36,6320,2023,45-54,Enterprise
India,Agriculture,Stable Diffusion,87.78,9913,2024,55+,SME
Germany,Transportation,Claude,96.52,1112,2024,25-34,Startup
India,Agriculture,ChatGPT,49.16,284,2024,18-24,Enterprise
Germany,Healthcare,ChatGPT,7.38,9352,2024,45-54,Enterprise
China,Education,ChatGPT,27.18,5828,2024,35-44,Startup
Brazil,Retail,ChatGPT,66.31,9038,2023,55+,Enterprise
South Korea,Retail,Midjourney,15.03,1706,2023,55+,SME
South Korea,Manufacturing,Midjourney,42.79,8322,2024,25-34,Enterprise
Germany,Education,Stable Diffusion,73.26,6787,2024,45-54,SME
South Korea,Transportation,Stable Diffusion,92.34,8322,2024,18-24,Startup
USA,Agriculture,ChatGPT,88.76,6337,2024,35-44,Startup
India,Technology,Bard,67.62,7435,2023,55+,SME
Germany,Retail,ChatGPT,54.61,6201,2023,35-44,Startup
China,Retail,ChatGPT,34,2460,2024,35-44,Startup
South Korea,Education,Claude,97.2,7873,2024,55+,SME
France,Transportation,ChatGPT,21.85,9874,2024,35-44,SME
France,Finance,ChatGPT,70.6,5677,2024,18-24,Enterprise
Brazil,Manufacturing,ChatGPT,31.61,690,2023,45-54,SME
France,Technology,ChatGPT,6.15,2511,2024,25-34,Enterprise
Canada,Finance,ChatGPT,11.53,2048,2023,35-44,Startup
USA,Transportation,Midjourney,34.93,9005,2024,55+,Startup
USA,Retail,Claude,37.23,7232,2024,45-54,SME
South Korea,Retail,Midjourney,92.37,6472,2024,45-54,Enterprise
Canada,Technology,ChatGPT,55.45,5348,2024,35-44,Enterprise
South Korea,Technology,ChatGPT,77.78,5041,2024,25-34,Enterprise
USA,Manufacturing,ChatGPT,70.5,3008,2024,45-54,Enterprise
Australia,Technology,ChatGPT,39.09,1316,2024,35-44,SME
China,Education,ChatGPT,22.88,5009,2024,25-34,Enterprise
Germany,Education,ChatGPT,8.49,5770,2024,55+,SME
Australia,Technology,ChatGPT,77.73,2174,2024,45-54,SME
UK,Transportation,Claude,83.05,6494,2024,35-44,SME
India,Transportation,Stable Diffusion,17.93,7477,2024,25-34,Enterprise
South Korea,Transportation,ChatGPT,57.54,5590,2024,18-24,Enterprise
France,Education,Stable Diffusion,20.95,3214,2023,35-44,Enterprise
Germany,Technology,ChatGPT,49.53,9500,2023,55+,Enterprise
Australia,Transportation,ChatGPT,7.05,156,2023,25-34,Startup
India,Transportation,Claude,91.58,3858,2024,45-54,Enterprise
UK,Finance,ChatGPT,1.54,1193,2024,35-44,SME
UK,Retail,Stable Diffusion,62.84,1524,2024,25-34,SME
Germany,Finance,Stable Diffusion,51.25,4114,2023,55+,SME
UK,Agriculture,Midjourney,48.44,3084,2023,35-44,Startup
South Korea,Transportation,ChatGPT,6.33,7644,2024,18-24,Enterprise
USA,Finance,Stable Diffusion,2.91,1199,2024,35-44,Enterprise
Canada,Manufacturing,ChatGPT,70.75,5049,2024,35-44,Startup
South Korea,Manufacturing,ChatGPT,1.72,6955,2024,18-24,SME
Brazil,Education,Midjourney,12.87,2303,2024,35-44,SME
Brazil,Transportation,Midjourney,45.66,511,2024,45-54,SME
UK,Agriculture,ChatGPT,24.52,1737,2024,35-44,Enterprise
Canada,Education,Midjourney,19.89,8119,2024,45-54,Enterprise
Canada,Technology,ChatGPT,44.75,5563,2024,35-44,Startup
Brazil,Healthcare,Midjourney,99.93,1757,2024,55+,SME
South Korea,Agriculture,Bard,23.87,3550,2024,18-24,SME
China,Technology,Claude,9.32,4215,2024,45-54,Enterprise
India,Healthcare,ChatGPT,50.84,9369,2024,55+,Enterprise
China,Education,ChatGPT,3.45,2305,2024,18-24,Enterprise
China,Technology,Stable Diffusion,97.52,5805,2023,18-24,Enterprise
Germany,Healthcare,Midjourney,38.04,8740,2023,18-24,Enterprise
South Korea,Transportation,Stable Diffusion,63.35,5914,2024,35-44,Enterprise
China,Transportation,Bard,29.51,5115,2024,45-54,SME
UK,Healthcare,ChatGPT,31.52,8391,2023,25-34,Enterprise
Germany,Education,ChatGPT,80.37,1378,2023,25-34,Enterprise
China,Transportation,ChatGPT,6.77,964,2023,55+,Startup
India,Technology,Midjourney,89.22,2112,2024,18-24,SME
South Korea,Manufacturing,Midjourney,6.13,2903,2024,45-54,SME
Australia,Agriculture,Stable Diffusion,1.69,5599,2024,18-24,Enterprise
India,Healthcare,Midjourney,51.89,7124,2024,25-34,SME
Australia,Transportation,Midjourney,97.16,5926,2024,18-24,Startup
Australia,Manufacturing,ChatGPT,2.41,1368,2024,35-44,Enterprise
Germany,Technology,Midjourney,95.35,3010,2024,55+,Enterprise
France,Healthcare,ChatGPT,60.45,3002,2024,25-34,SME
Brazil,Transportation,ChatGPT,11.46,4925,2023,45-54,SME
France,Technology,Midjourney,16.99,3447,2024,25-34,SME
Australia,Retail,Bard,51.81,3635,2024,55+,SME
UK,Finance,Stable Diffusion,66.75,5151,2024,35-44,Startup
China,Healthcare,Midjourney,50.42,4541,2024,18-24,Startup
USA,Education,Bard,21.45,8823,2024,25-34,SME
South Korea,Retail,Stable Diffusion,93.07,5639,2024,45-54,Startup
Brazil,Retail,Midjourney,73.64,6070,2024,45-54,Startup
China,Finance,Stable Diffusion,23.19,2533,2024,25-34,Startup
Brazil,Finance,Midjourney,39.92,7010,2023,35-44,Enterprise
USA,Education,ChatGPT,0.02,2034,2023,45-54,Enterprise
China,Finance,Midjourney,24.08,4577,2024,45-54,Startup
India,Retail,Stable Diffusion,15.38,9850,2024,35-44,Startup
Germany,Education,Bard,5.08,3278,2024,45-54,SME
Germany,Technology,Claude,70.01,1235,2024,55+,Startup
Canada,Education,Midjourney,61.96,9261,2024,45-54,Enterprise
UK,Healthcare,ChatGPT,17.85,3470,2023,55+,SME
India,Agriculture,Claude,72.5,8576,2023,55+,Enterprise
India,Education,Bard,43.6,5175,2024,45-54,SME
Brazil,Technology,Midjourney,74.62,6203,2024,55+,SME
Canada,Healthcare,Midjourney,25.44,2749,2024,35-44,SME
South Korea,Technology,Stable Diffusion,87.45,923,2024,25-34,Startup
India,Healthcare,Midjourney,20.11,692,2024,25-34,Enterprise
Germany,Manufacturing,ChatGPT,1.87,674,2023,55+,Startup
India,Technology,ChatGPT,56.54,4970,2024,35-44,SME
South Korea,Manufacturing,Midjourney,78.05,7438,2024,35-44,SME
India,Transportation,Midjourney,0.7,714,2024,18-24,Enterprise
Brazil,Finance,Midjourney,83.63,5952,2024,35-44,Enterprise
India,Technology,Midjourney,96.06,5091,2024,35-44,Startup
France,Healthcare,Stable Diffusion,10.75,5944,2024,45-54,Startup
UK,Agriculture,Stable Diffusion,25.67,5716,2024,18-24,Enterprise
South Korea,Agriculture,Stable Diffusion,77.42,5901,2023,25-34,Startup
USA,Education,Midjourney,79.99,1991,2024,55+,SME
Germany,Healthcare,ChatGPT,65.53,4495,2023,55+,Startup
France,Education,ChatGPT,25.09,1253,2024,45-54,Startup
South Korea,Retail,Midjourney,15.57,8485,2023,18-24,Enterprise
Canada,Finance,Midjourney,62.63,1506,2024,18-24,Startup
USA,Retail,Stable Diffusion,26.86,5621,2024,35-44,SME
Australia,Retail,ChatGPT,15.34,3676,2024,18-24,SME
UK,Manufacturing,ChatGPT,49.71,1073,2024,55+,Startup
France,Manufacturing,ChatGPT,38.03,4560,2024,45-54,Enterprise
Canada,Education,Claude,27.75,5733,2023,45-54,SME
Brazil,Education,ChatGPT,88.18,7151,2024,45-54,Enterprise
India,Agriculture,ChatGPT,72.15,9909,2023,35-44,SME
Australia,Healthcare,ChatGPT,33.29,5974,2024,18-24,Enterprise
France,Education,Stable Diffusion,75.71,778,2023,25-34,Enterprise
UK,Finance,Bard,99.02,4447,2024,55+,Enterprise
UK,Technology,ChatGPT,62.48,5543,2024,55+,SME
Australia,Technology,ChatGPT,70.89,9320,2024,55+,Startup
UK,Technology,Midjourney,14.44,7394,2024,18-24,Startup
Germany,Retail,ChatGPT,97.52,8385,2024,45-54,Enterprise
Canada,Transportation,ChatGPT,2.64,9536,2024,45-54,Startup
Brazil,Technology,Stable Diffusion,26.18,2854,2024,25-34,SME
India,Agriculture,Stable Diffusion,23.97,9554,2024,35-44,SME
Brazil,Finance,Bard,78.86,7709,2024,25-34,SME
China,Transportation,Midjourney,69.91,9739,2024,55+,SME
USA,Technology,Claude,27.04,1236,2024,35-44,SME
India,Finance,ChatGPT,66.85,7543,2024,55+,SME
USA,Education,Midjourney,51.2,1051,2024,35-44,Startup
South Korea,Finance,Bard,70.44,6944,2024,55+,SME
China,Transportation,Stable Diffusion,53.28,1929,2024,35-44,Enterprise
France,Manufacturing,Midjourney,57.81,9764,2023,18-24,Enterprise
India,Finance,ChatGPT,58.71,8008,2024,35-44,SME
Canada,Transportation,Midjourney,44.21,3917,2024,45-54,SME
UK,Transportation,Midjourney,42.8,5475,2024,35-44,Startup
Australia,Transportation,Stable Diffusion,39.54,1602,2023,55+,Enterprise
South Korea,Retail,Midjourney,86.73,1236,2023,45-54,Startup
Australia,Finance,Bard,43.62,1026,2023,35-44,SME
France,Retail,ChatGPT,89.91,6532,2024,45-54,Startup
China,Agriculture,Midjourney,97.49,5001,2023,35-44,Startup
India,Education,ChatGPT,59.29,7738,2024,25-34,Enterprise
USA,Education,ChatGPT,78.89,7249,2024,35-44,SME
Germany,Agriculture,Midjourney,51.86,8600,2024,45-54,Enterprise
Canada,Healthcare,Midjourney,23.21,5032,2024,35-44,Enterprise
USA,Transportation,ChatGPT,59.76,8053,2024,35-44,Enterprise
China,Healthcare,ChatGPT,79.78,2252,2024,45-54,Enterprise
Australia,Retail,ChatGPT,60.64,2173,2023,18-24,Enterprise
Brazil,Manufacturing,Midjourney,39.99,3111,2023,55+,SME
South Korea,Technology,Midjourney,51.77,7937,2024,35-44,Startup
China,Technology,ChatGPT,59.47,8838,2024,35-44,Startup
India,Finance,Midjourney,74.26,343,2023,18-24,Enterprise
Canada,Manufacturing,Midjourney,82.95,4218,2024,55+,SME
South Korea,Manufacturing,Stable Diffusion,88.26,2976,2023,45-54,SME
UK,Technology,Midjourney,29.02,5765,2023,35-44,Enterprise
South Korea,Manufacturing,ChatGPT,89.27,6856,2023,55+,Enterprise
France,Healthcare,ChatGPT,59.88,3380,2023,45-54,Startup
Brazil,Education,Midjourney,35.77,9488,2024,18-24,Enterprise
South Korea,Transportation,Bard,76.82,2063,2023,25-34,Enterprise
India,Retail,Midjourney,7.18,2734,2023,25-34,SME
UK,Transportation,ChatGPT,89.07,7358,2023,55+,Startup
USA,Retail,Bard,97.13,4584,2024,45-54,Startup
USA,Retail,Midjourney,48.86,8196,2024,45-54,Enterprise
UK,Transportation,Midjourney,19.72,9449,2024,45-54,SME
Australia,Technology,Midjourney,61.98,4625,2024,35-44,Enterprise
Brazil,Education,Stable Diffusion,37.56,5433,2024,25-34,Startup
India,Transportation,Midjourney,22.26,214,2024,55+,Startup
USA,Manufacturing,Bard,7.21,3115,2023,45-54,Enterprise
India,Finance,Bard,4.39,3662,2023,18-24,Enterprise
South Korea,Retail,ChatGPT,34.54,8727,2024,55+,Startup
Australia,Technology,ChatGPT,68.77,2384,2024,25-34,Startup
UK,Agriculture,ChatGPT,75.39,3537,2024,25-34,Enterprise
India,Finance,ChatGPT,11.1,1956,2024,18-24,Startup
Germany,Education,Stable Diffusion,47.08,3900,2024,45-54,Startup
India,Healthcare,Midjourney,8.45,9159,2024,55+,Startup
USA,Healthcare,ChatGPT,92.4,3949,2023,55+,Startup
UK,Retail,ChatGPT,51.77,6881,2023,18-24,Startup
Canada,Technology,ChatGPT,89.87,4929,2024,45-54,SME
UK,Finance,ChatGPT,2.18,6085,2024,25-34,Startup
Brazil,Transportation,ChatGPT,17.08,3027,2024,45-54,Startup
South Korea,Manufacturing,Midjourney,94.44,7253,2024,25-34,SME
India,Transportation,Bard,65.98,1005,2024,55+,Enterprise
China,Transportation,Midjourney,14.8,2791,2023,55+,Startup
Canada,Technology,Stable Diffusion,61.11,4255,2024,55+,Startup
UK,Education,Midjourney,45.33,3442,2023,35-44,Startup
UK,Transportation,Stable Diffusion,87.65,1102,2024,18-24,Startup
France,Finance,Stable Diffusion,47.64,5098,2024,55+,Startup
India,Technology,Stable Diffusion,34.93,6734,2024,18-24,SME
Brazil,Manufacturing,ChatGPT,39.58,7151,2023,45-54,Startup
China,Education,ChatGPT,12.02,7341,2024,35-44,Startup
Germany,Manufacturing,Midjourney,30.39,8814,2023,35-44,SME
China,Education,Midjourney,35.5,6670,2024,45-54,Enterprise
Australia,Manufacturing,ChatGPT,18.29,8014,2024,55+,Startup
Australia,Technology,Midjourney,86.06,7423,2024,55+,Enterprise
Australia,Technology,Midjourney,90.01,9124,2024,18-24,Enterprise
UK,Technology,Midjourney,57.14,7445,2024,25-34,Startup
Germany,Technology,ChatGPT,71.73,139,2024,35-44,Startup
Australia,Retail,ChatGPT,35.01,8737,2024,25-34,SME
India,Agriculture,ChatGPT,24.19,330,2023,18-24,Enterprise
Germany,Education,Midjourney,44.92,6631,2023,55+,Enterprise
Australia,Healthcare,Claude,85.08,1951,2023,55+,Enterprise
Australia,Agriculture,ChatGPT,87.6,3152,2024,25-34,Startup
China,Technology,Bard,60.06,6946,2023,35-44,SME
Germany,Technology,ChatGPT,65.88,4143,2024,18-24,Startup
Germany,Manufacturing,Bard,66.61,5454,2024,45-54,SME
Brazil,Technology,Stable Diffusion,17.61,9445,2023,18-24,Enterprise
Canada,Healthcare,Midjourney,1.05,9964,2024,18-24,SME
India,Finance,Midjourney,82.37,1505,2024,25-34,Startup
India,Transportation,Bard,76.62,5400,2024,25-34,Startup
USA,Education,Stable Diffusion,86.7,4288,2023,55+,Startup
China,Retail,Stable Diffusion,0.64,4780,2024,45-54,SME
China,Finance,Midjourney,28.48,4119,2023,25-34,Enterprise
UK,Transportation,Midjourney,3.61,5630,2024,25-34,Enterprise
France,Transportation,Stable Diffusion,84.31,9972,2023,18-24,Startup
Brazil,Agriculture,ChatGPT,61.11,2534,2024,35-44,Startup
